tweet_text,is_there_an_emotion_directed_at_a_brand_or_product,target
first panel marissa mayer google presents sxsw marissagoogle,No emotion toward brand or product,2
great panel w guys fr mention mention mention amp google hotpot social recs def end recs discotalk sxsw sloanxsw,Positive emotion,0
sxsw panel staying alive indie iphone game development survive kind downer try coronasdk mention,Negative emotion,1
airport delay sxsw introduced mention catphysics feel like drug pusher first ipad play free,Positive emotion,0
release android app cluster gt link sxsw,No emotion toward brand or product,2
apples release ipad 2 sxsw huge win especially international attendees town show,Positive emotion,0
lots telecommuters amp coworkers room ppl using skype amp google docs lot sxsw looseorganizations,No emotion toward brand or product,2
note self downside tweeting white ipad 2 expect mocked mention sxsw,Negative emotion,1
i believe god explanation apples continued existence guy kawasaki enchantment sxsw,Positive emotion,0
cant believe built sxsw apple store 2 days link,No emotion toward brand or product,2
cant believe google announced maggie maes game changer sure sxsw,Positive emotion,0
googles melissa mayer speaks augmented reality contextual discovery sxsw lives change google melissa,No emotion toward brand or product,2
tell sxsw happening 15 iphone apps updates day,Positive emotion,0
hell supposed get new ipad stumbling around austin sxsw notwinning,No emotion toward brand or product,2
cant help wonder apple sent extra ipad 2s austinarea stores sxsw,No emotion toward brand or product,2
ill helping mention 1230 twitter good sxsw icenhaurs come join us link,No emotion toward brand or product,2
goal funnels google analytics track registrations srsly sxsw mitharvard,No emotion toward brand or product,2
safe travels everyone make sure get free gogo inflight wifi sign freshbooks shuttle link sxsw,No emotion toward brand or product,2
im insanely jealous everyone ipad sxsw seems like great way interact panels next year p,Positive emotion,0
mention email dd google document need english speaking twitter advocates sxsw worldwide event mention,No emotion toward brand or product,2
sxsw temporary apple store like real store zbowling link,No emotion toward brand or product,2
apples temporary megastore sxsw could model future conferences events link,Positive emotion,0
google seems sabotaged youtube account wtf trying entire online ecosystem bad form sxsw,Negative emotion,1
apple2 open pop temporary store mention sxsw 4 ipad 2 launch apple2 open pop temporary store mention sxsw 4 ipad 2 l link,No emotion toward brand or product,2
sweet siren call gsdm google party starting downstairs wrapping sxsw work desk help obiwan youre hope,No emotion toward brand or product,2
wonder googles impactdashboard demoed become part google analytics bavcid sxsw,No emotion toward brand or product,2
pretty even split android iphone sxsw year,No emotion toward brand or product,2
smmnextgen tools cheap google analyticsexcelbuzzmetrics also radian6 altimeter sxsw sloansxsw,No emotion toward brand or product,2
arent google missed dance party lifetime sxsw,Positive emotion,0
rocking penamppaper google doodle talk sxsw,No emotion toward brand or product,2
sxsw attendees need one best qr scanner creators iphone send us pic qr code found free copy optiscan,Positive emotion,0
sxsw attendees trade happy hour appy hours waiting line ipad2 video link sheer madness love,No emotion toward brand or product,2
sxsw attendees qrafter read qr codes tweet download link iphone qrcode,No emotion toward brand or product,2
sxsw attendees need qr code reader ur iphone tweet us image first 5 get optiscan free qrcode,No emotion toward brand or product,2
night ending fireside pictionary w ipad sxsw werdorks,No emotion toward brand or product,2
perhaps vending machines 4 novels rtmention 2 ipad popup stores open austin sxsw details link,No emotion toward brand or product,2
sxsw friends u iphone charger mention borrow tonight cc mention mention mention anniemal maura,No emotion toward brand or product,2
friends sxsw think abandoned reality didnt means communication iphone stopped working fail,Negative emotion,1
normal scene sxsw ipad lap iphone hand link,Positive emotion,0
happened taxi magic iphone app call cabs via sxsw,Negative emotion,1
google denies rumors launching circles sxsw link,No emotion toward brand or product,2
apple opening popup shop downtown austin sxsw link,No emotion toward brand or product,2
apple opening popup shop downtown austin sxsw link rt mention,No emotion toward brand or product,2
apple opening popup store austin sxsw geekfest apple link applesxsw southbysouthwest,No emotion toward brand or product,2
apple opening popup store austin sxsw geekfest apple brian lam the\x89û link,No emotion toward brand or product,2
apple opening temporary ipad2 store handle sxsw demand link,No emotion toward brand or product,2
apple opening pop shop austin sxsw man everywhere,Positive emotion,0
mention enjoy sxsw ride anywhere austin 10 download groundlink app link booth 437,No emotion toward brand or product,2
spotted dennis crowley aka mention co founder 4sq talking mention vp google sxsw location heavyweights,No emotion toward brand or product,2
happens google party doesnt stay google party waiting inbox wakeup sxsw,No emotion toward brand or product,2
happens apple hires security sxsw austin link,No emotion toward brand or product,2
suspense rt mention google launch major new social network called circles possibly today link sxsw,Positive emotion,0
funny moment sxsw panel dennis crowley gets ipad 2 owners hold new ipad 2 looked like lighters rock concert,Positive emotion,0
google event one drink tricket small amount food mention event open bar open taco truck justsaying sxsw,No emotion toward brand or product,2
next presentation googles marissa mayer great sxsw mention austin convention center w mention link,Positive emotion,0
sxsw essentials ipad ipod blackberry laptop plus iphone th mention toronto pearson international airport yyz \x89ïö link,No emotion toward brand or product,2
sxsw essentials water energy bars smart phone camera map dt sunglasses rainjacket laptop ipad mp3 player ipod earplugs,Positive emotion,0
g rt mention love apple popup store sxsw one question atampt bring trucks signal please say yes,Positive emotion,0
ha rt mention \x89ûïmention sxsw apple comes cool technology ones ever heard dont go conferences\x89û\x9d,Positive emotion,0
rt mention mention geeks need somewhere downtown line get ipad 2 ill dropping sxsw,Positive emotion,0
thanks mention mention fun party mention sxsw last night link,No emotion toward brand or product,2
wish mention amp mention would make whispergram hollergram iphone size screen sxsw,No emotion toward brand or product,2
wew rt mention android app bizzy challenges us check out sxsw link,No emotion toward brand or product,2
ipad2 mention apple store sxsw photos thanks mention mention mention gappacker flavugm marcusross jordanbell link,No emotion toward brand or product,2
lol rt mention sxsw apple comes cool technology ones ever heard dont go conferences,Positive emotion,0
lol rt mention sxsw apple comes cool technology ones ever heard dont go conferences via mention,Positive emotion,0
lol rt mention sxsw apple comes cool technology ones ever heard dont go conferences ausxsw,Positive emotion,0
2 rt mention best thing ive heard weekend sxsw i gave ipad 2 money japan relief dont need ipad 2,No emotion toward brand or product,2
link mention chatting via iphone hilarious sxsw,Positive emotion,0
sxsw mention designing ipad interfaces new navigation schemas link,No emotion toward brand or product,2
thanks mention giving new top cover banged juicepack iphone case products rock tradeshow sxsw,Positive emotion,0
thanks mention hosting event sxsw sxswi iwantacr48 link,No emotion toward brand or product,2
ha rt mention google guy sxsw talk explaining made realistic twitter bots experiment gee thanks,Negative emotion,1
ugh rt mention google launch major new social network called circles possibly today sxsw link,No emotion toward brand or product,2
rt mention got craving sxsw minds created app foodspotting link iphone apps,No emotion toward brand or product,2
rad rt mention hey dudes mention giving away sampler bands sxsw w free glasser track pick link,No emotion toward brand or product,2
cool \x89ûïmention hoot hootsuite mobile sxsw updates iphone blackberry android link,No emotion toward brand or product,2
sxsw mention intrvw mention govt vending machine put get svcs platform iphone teaching moment,Positive emotion,0
sxsw mention intrvw mention schmidt google ceo told ur good telling stories go talk lots ppl tell us u hear,No emotion toward brand or product,2
mention iphone app sync functionality working yet sxsw,No emotion toward brand or product,2
ha rt mention rumor apple opening temporary store downtown austin sxsw amp ipad 2 launch link,No emotion toward brand or product,2
woot \x89ûïmention rumor apple opening temporary store downtown austin sxsw ipad 2 launch link,Positive emotion,0
yes rt mention lol u r gadgetzilla fun mention sxsw festival time omg im scared got netbook ipad amp droid,Positive emotion,0
link mention new mobile app store circulars via android blackberry ios even austin amp sxsw link,No emotion toward brand or product,2
wew rt mention new ubersocial iphone app store includes uberguide sxsw sponsored cont link,Positive emotion,0
badger mention angel news sxsw link nice one also giving away free ipad 2 link contest,Positive emotion,0
video mention playbook action sxsw link ipad still wins,Positive emotion,0
sxsw mention rather web 20 large data sets became valuable amazon google adwords netflix,No emotion toward brand or product,2
hope mention realizes already 100 people line pop sxsw store downtown stocked appropriately ipad2,No emotion toward brand or product,2
mention seems holding well surprisingly big event sxsw lxh google,No emotion toward brand or product,2
fluffy mention seen mention party last night mention amp mention camera link sxsw sxsi,No emotion toward brand or product,2
mention starts new show app iphone daily grape sxsw,No emotion toward brand or product,2
pop mention store austin brilliant long lines even 930 night sxsw link,Positive emotion,0
sxsw mention thats already kind happening google tries refine searches protect smut,Positive emotion,0
sxsw mention league extraordinary h4ckers presented google w 4 others link,Positive emotion,0
inline mention apple popup waiting ipad2 action sxsw,No emotion toward brand or product,2
lol rt mention google party line starts behind ha germ put towel early sxsw,No emotion toward brand or product,2
sxsw mention thinks larrys elevation google great lost way caring much biz enough world,Positive emotion,0
fan mention kick sxswi mention giving away ipad 2 visit fb page enter link sxsw,No emotion toward brand or product,2
wow rtmention interrupt regularly scheduled sxsw geek programming big news link google circles,Positive emotion,0
sxsw mention google asks why want know that,No emotion toward brand or product,2
hahart mention woke pile ipad 2s amp empty 4 loko cans think might yobongoed someone last night sxsw stratlandia,No emotion toward brand or product,2
wow rt mention yes gowalla wins best andoid app team android choice awards thanks sxsw,Positive emotion,0
google smentisce novitìê arrivo rt mention launching products sxsw plenty else link,No emotion toward brand or product,2
scoping venue 4 mention cloudcamp austin valhalla lounge great whiskey amp beer plus demolition man pinball link sxsw,No emotion toward brand or product,2
ipad envy roof thanks every person sxsw,Positive emotion,0
watch someone hack times square tv screens iphone via mention link sxsw tech amazing winning,No emotion toward brand or product,2
maybe someone gets ipad2 sxsw hand old ipad instead throwing away,Positive emotion,0
people think rumored social networking program google called circles late game sxsw,No emotion toward brand or product,2
googledeep eddy sweet tea vodka gsdm cool factor sxsw mention gsdampm w 120 others link,Positive emotion,0
oh utter mention sxsw fail cant see letter ballroom iphone app long doesnt wrap cc mention,Negative emotion,1
ipad2 owner already punched android user sweet seriously excited session platform sxsw gsdm,No emotion toward brand or product,2
time warner cable roll ipad app live tv march 15 link entry friends house sxsw,No emotion toward brand or product,2
life hacker debuts steampunk ipad 37 ft reclaimed copper piping one minimaglight kinda thin etchasketch interface sxsw,Positive emotion,0
new twitter friend mention take googles mention amp bings mention else seo qagb sxsw,No emotion toward brand or product,2
engineer google chrome came correct misstatements browser awesome payingwithdata sxsw,Positive emotion,0
ever wonder google maps captures street views sxsw link,No emotion toward brand or product,2
mega tether iphone android party mention mention chargin2diffphonesatonce dorkinout sxsw,Positive emotion,0
brown paper coming windows sxsw popup apple store link,No emotion toward brand or product,2
gamechanger like wave buzz doubt rt mention google launch major new social network called circles link sxsw,Negative emotion,1
ha another mention apple store link rt mention temporary apple store 6th congress sxsw along w,No emotion toward brand or product,2
never apparent sxsw nice would apple made stuff w removable batteries alwayshavingtoplugin gsdm,Negative emotion,1
2 read l8er rt \x89ûïmention marissa mayer google connect digital amp physical worlds mobile link sxsw\x89û\x9d,Positive emotion,0
rt enter contest maybe win ipad 2 mention sxsw,Positive emotion,0
days closer becoming owner ipad 2 stoked thing getting finals sxsw,Positive emotion,0
sxsw interactive award music category goes wilderness downtown congrats shared mention mention mention winning,No emotion toward brand or product,2
sxsw interactive googles mobile future elusive power ofåêhere link via mention,No emotion toward brand or product,2
sxsw interactive google\x89ûªs mobile future elusive \x89û÷power mention link,No emotion toward brand or product,2
desperate charge ipad lost charger anyone know connect charger sxsw thanks,No emotion toward brand or product,2
gary vaynerchuck lìgger ner winelibrarytv och slìpper stìllet iphoneappen daily grape thankyoueconomy sxsw swesxsw,No emotion toward brand or product,2
line waiting temp apple store open sxsw miss product launch,No emotion toward brand or product,2
sitting flipboard panel wishing ipad alas two year old completely overtaken sxsw flipboard,Positive emotion,0
almost sxsw austin apple link,No emotion toward brand or product,2
day 3 theres still long line apple store austin apple ipad2 sxsw,No emotion toward brand or product,2
ipad interface controls top mobile controls bottom tapworthy sxsw,No emotion toward brand or product,2
ahh wonderful news rt mention ipad 2 available online ordering go get urs sxsw,Positive emotion,0
experimenting tinkering like nineties best viewed ipad new best viewed internet explorer 6 sxsw,Positive emotion,0
suffering ipad envy sxsw,Positive emotion,0
mypov verizon wins hands network hard use new services like beluga crappy att iphone network sxsw,No emotion toward brand or product,2
device overload sxsw ratio apple devices people nearing 3,No emotion toward brand or product,2
sxsw movers amp shakers mention publishing poke box ebook get involved link rt mention,No emotion toward brand or product,2
iphone users sxsw gps stuck one new geo app updates foursquare gowalla,Negative emotion,1
matters link title touchingstories ipad tablet sxsw,No emotion toward brand or product,2
apple offers original ipad donation program link entry friends house sxsw,Positive emotion,0
apple offers free itunes sampler ahead sxsw feature new artists link via mention music,No emotion toward brand or product,2
farmers use blackberry iphone ipad catching bigger screen mobilefarm sxsw,Positive emotion,0
dont understand people paid travelled way sxsw would wait hours get ipad2 esp already ipad,No emotion toward brand or product,2
texas observer tomlinson says would double revenue per issue ipad subscriptions newsapps sxsw,Positive emotion,0
great interview mention bloomberg tv ipad2 kick sxswapple link,Positive emotion,0
video interview mention amp mention sxsw google deals link,No emotion toward brand or product,2
almost every how  answered w google docs session sxsw looseorganizations,No emotion toward brand or product,2
cool google basically foing version apple event showing ton new product features sxsw,Positive emotion,0
cool potential nontext applications iphone awesome sxsw,Positive emotion,0
pair nice back back talks morning interface design ipad future touch general sxsw,Positive emotion,0
hope everyone awesome weekend sxsw know mention giving away great apple prizes,Positive emotion,0
hope everyone rsvpd temporary downtown austin apple store sxsw,No emotion toward brand or product,2
austinites sxsw check iphone link,No emotion toward brand or product,2
free itunes album sxsw featured artists grab missed link,Positive emotion,0
apple takes bruises panelists well regarded sustainability space corporate sustainability reporting transparency sxsw,Negative emotion,1
mistakes made building netflix iphone sxsw link sxsw netflixiphone,No emotion toward brand or product,2
apple likes pay thats apple likes barry diller sxsw,Negative emotion,1
apple likes pay long gadget liked many closed system work pnid sxsw,No emotion toward brand or product,2
sxsw makes feel like kid drunk kid iphone,No emotion toward brand or product,2
dailies ipad going evolvetheyre still impossible download 20 mb downloads sxsw,Negative emotion,1
ipad 2 goes sale 3 pm sxsw im looking mention 32 gig color preference,Positive emotion,0
mayer comes sans intro still gets cheers techrockstar launches googles priority location fast fun amp future sxsw,Positive emotion,0
free itunes sxsw featured artists sampler link free music sxsw,Positive emotion,0
apple saves sxsw set open popup store cnet news link sxsw,Positive emotion,0
apple saves sxsw set open popup store link apple sxsw,Positive emotion,0
ux uxdes talk really exploration wild wild west ipad design sxsw,No emotion toward brand or product,2
sxsw ladies stds ipad bot twitter creator persistent guy chased last night takeonefortheteam sxsw,No emotion toward brand or product,2
holy smokes ipad2 replacing flip cam default video capture device beautiful elegant apple sxsw,Positive emotion,0
hey foodies youre austin sxsw download new arw iphone android app use guide dine youre town sxsw,No emotion toward brand or product,2
sxsw ladies ipad bot twitter creator persistent guy chased last night hopeyoudidntgivehimnone sxsw,No emotion toward brand or product,2
google presentation mayer sales pitch fail sxsw,Negative emotion,1
google presentations sxsw trade show busy trade show nice side time link,No emotion toward brand or product,2
google presenting hotpot sxsw sxswi mention austin convention center w mention link,Positive emotion,0
omgz makeshift sxsw apple store golds gym link,Positive emotion,0
sooo design ipads session hour long ad buy ipad apps amismarternow sxsw,Negative emotion,1
ipad design headaches take two tablets call panel excited hear mention live sxsw,Negative emotion,1
web designer\x89ûªs guide ios android apps today mention 10 link sxsw,No emotion toward brand or product,2
diller doesnt think daily ready market doesnt know anyone would ipadonly anything sxsw sxswi,No emotion toward brand or product,2
thats awesome rt mention rt mention rumor apple opening temporary store downtown austin link sxsw,Positive emotion,0
awesome hear marissa mayer acknowledge google maps needs increase support product b c incorrect routes sxsw,Negative emotion,1
wow shakespeares pub 6th st heres delete button iphone video camera sxsw,Positive emotion,0
madness already downtown 1st day sxsw apple popup store seems brisk biz,Positive emotion,0
ipad success apple popup store austin apple sxsw link,Positive emotion,0
sxxpress line almost long apple line sxsw link,Negative emotion,1
press lounge sxsw someone getting tutorial use touchpad apple laptop honest,No emotion toward brand or product,2
group messaging roundup help stay touch sxsw link android fastsociety iphone sms sxsw,No emotion toward brand or product,2
todays sessions 1 2 sxsw print design future link mom ipad link,No emotion toward brand or product,2
i21 rest wicked link codes valid 120035959p 03 13 11 infektd sxsw zomb,No emotion toward brand or product,2
simplest gesture ipad used core interactions sxsw touchingstories,No emotion toward brand or product,2
awesome restaurant week app iphone link austinites sxsw,Positive emotion,0
interesting fact takes consideration preso paul adams rt mention google circles sxsw,No emotion toward brand or product,2
brutal question served marissa mayer jc penney mapping getting rerouted macys uncomfortable mention sxsw,No emotion toward brand or product,2
theres yet another line austin apple store ipad 2 going well around block sxsw,No emotion toward brand or product,2
first tweet plane feedback gogo registration via fb connect twitter paypal google integration pay sxsw,No emotion toward brand or product,2
fun meet mention folks sxsw couch couchfan app made ipad lovesit link,Positive emotion,0
dont get obsession chasing open bars everyone afford drink cant go pawn ipad sxsw,No emotion toward brand or product,2
anybody get ipad 2 downtown apple popup store yet tramplings letushopenot sxsw poppop,Positive emotion,0
tweet use apple rt mention microsofts dpe b sxswi amp tweeting mention microsoft amp sxsw,No emotion toward brand or product,2
killer meet ups new old friends today apple microsoft solo killers many letschangetheworld sxsw,Positive emotion,0
say \x89ûïforget you\x89û\x9d 2 ur red bar 1st 5 meet us front hall 3 4 minutes win dual compatible juice pack air iphone 4 sxsw,No emotion toward brand or product,2
retailers headed sxsw month check mention googles sxsw twitter presence sxsw,No emotion toward brand or product,2
google sketch artists live google blogger party six lounge thought live blogging first sxsw link,No emotion toward brand or product,2
complete ios dominance sxsw compels apple open frickin temporary apple store downtown austin week,Positive emotion,0
hmmm something seems amiss apple store gsdm sxsw welivehere mention apple store sxsw link,No emotion toward brand or product,2
something ventured great great stories including genentech apple cisco sxsw,No emotion toward brand or product,2
wow something ventured kick ass film google blekko details good choice mention sxsw startups vc movie awesome,No emotion toward brand or product,2
youtube gets 2b views day 10 mobile 35 hours video uploaded every minute mention google league extraordinary hackers sxsw,No emotion toward brand or product,2
sxsw tweets android user attendong sxsw please report scenes bannka app link,No emotion toward brand or product,2
sxsw getting apple store sxsw baby link sxsw,No emotion toward brand or product,2
getting one rt mention line ipad 2 apple store demo units 5pm sxsw fb link,No emotion toward brand or product,2
fast society ready party sxsw exclusive demo video link fastsociety iphone sms sxsw,No emotion toward brand or product,2
forget queue mashable google parties best option 11pm definitely redlaser party chromeo sxsw,No emotion toward brand or product,2
ipad 2 queue epic sxsw link,Positive emotion,0
quoi de neuf sur blogger what\x89ûªs new blogger official google blog link sxsw,No emotion toward brand or product,2
android developers friends lets hang 1230p saturday sxsw link rt fellow andronerds,No emotion toward brand or product,2
android developers meetup sxsw mention hilton link,No emotion toward brand or product,2
even bother buying months worth 3g ipad sxsw trip everywhere ill probably free wifi,No emotion toward brand or product,2
sxsw even cabbies tech savvy thats iphone streaming twitter mention link,Positive emotion,0
ever seen someone pay guy wait line apple device yeah lame sxsw,No emotion toward brand or product,2
mention everybody r sxsw grounlink 2 dwnld groundlink app amp ride limo 10 austin link see us booth 437,No emotion toward brand or product,2
freaking everyone ipad iphone 4 mac wow sxsw,Positive emotion,0
everywhere apple opening popup store austin sxsw link,No emotion toward brand or product,2
268 devices enough go apple popup store sxsw new ipad2 link,No emotion toward brand or product,2
ipad 2 reviews sxsw seem range wait 2012 3 4 5 ijustshatmyfanboyknickers,Positive emotion,0
google previews updated blogger interface sxsw link,No emotion toward brand or product,2
amazing new app mobil workers link mention iphone app telework sxsw,Positive emotion,0
z28 curfew damned link codes valid 800115959p 03 13 11 infektd sxsw zlf,No emotion toward brand or product,2
theres new competition link mention q2 google check offers sxsw smccolumbus,No emotion toward brand or product,2
tysons new game iphone one cant good original mike tysons punchout link sxsw,No emotion toward brand or product,2
love new ipad 2seems much faster fluid original seems natural hold excited use sxsw week,Positive emotion,0
love new iphone case featuring mention rt mention mention glad got case zazzlesxsw sxsw link,Positive emotion,0
see new texas observer ipad app sxswi 330 sheraton sxsw,No emotion toward brand or product,2
awesome new version mention iphone new web site coming sxsw want demo meet mention sxsw pls rt,Positive emotion,0
fresh brew google circles launched sxsw link,No emotion toward brand or product,2
easy reviews small business drive google places seo link sxsw smm,No emotion toward brand or product,2
i32 news good news link codes valid 120035959p 03 14 11 infektd sxsw zomb,No emotion toward brand or product,2
hey user experience people sxsw mention manager ux ads mention atampt booth front ballroom 115 jobs,No emotion toward brand or product,2
mention explaining using chartbeat google analytics sxsw mitharvard,No emotion toward brand or product,2
festival explorer austin edition helps keep track sxsw bands want see amp makes recommendations link fb sxsw,No emotion toward brand or product,2
sxsw exposing iphones horrendous battery life,Negative emotion,1
session next designing ipad interfaces new navigation schemas sxsw uxdes,No emotion toward brand or product,2
marissameyer google going able get content back sure heard right sxsw,No emotion toward brand or product,2
marissa meyer google new concept the power here link sxsw google,No emotion toward brand or product,2
marissa meyer demoing google augmented reality sxsw link,No emotion toward brand or product,2
marissa meyer showing hot location visuals ski slopes art galleries powered google sxsw,No emotion toward brand or product,2
aaron p mention apps dont feel like web much browser ipad neither web print newsapps sxsw,No emotion toward brand or product,2
novelty ipad news apps fades fast among digital delegates aron pilhofer nyt amp khoi vinh link media sxsw,Negative emotion,1
kind sxsw iphone plugged tree mention salt lick link,No emotion toward brand or product,2
day one sxsw coming close lots good stuff looking fwd tomorrow coolest far google location map plans features,Positive emotion,0
outside 930 panels 75 people skip barely get anything work iphone sxsw needs shrink 10k people,Negative emotion,1
free stuff alert download mention new austin guide free week link sxsw,No emotion toward brand or product,2
imagine every company 20 concept like google bavcid sxsw,Positive emotion,0
need ipad charger suggestions kind offers peeps sxsw,No emotion toward brand or product,2
novelty ipad news apps fades fast among sxsw delegates mention link,Negative emotion,1
stuff great love seeing guys think outside box google doodles googledoodle sxsw,Positive emotion,0
example microformat recipe finder google weeks ago google adapting microformats sxsw microformats,No emotion toward brand or product,2
picture teams lego robot created google hackerspace party sxsw link startupbus cle,No emotion toward brand or product,2
summary twitter stream right japan omg android sxsw engadget effing republicans ipad2 alcohol,No emotion toward brand or product,2
end line one block away apple pop sxsw,No emotion toward brand or product,2
sxsw rt mention last day get lp austin iphone app free link travel sxsw,No emotion toward brand or product,2
2 years time saved every day people qho use google maps route around feature sxsw,Positive emotion,0
pollak youre much trouble dont sell appleduh sxswbigbrands sxsw,Negative emotion,1
mention feature mention iphone sxsw week,Positive emotion,0
google offering rewards titles checkins starting sxsw foursquares response via mention lbs,No emotion toward brand or product,2
google offering rewards sxsw checkins link,No emotion toward brand or product,2
google offers tested latitude mayer says test sxsw,No emotion toward brand or product,2
itunes offers free sxsw sampler featuring selection 22 years performers link itunes sxsw,No emotion toward brand or product,2
kick sxswi mention giving away ipad 2 visit fb page enter link sxsw,Positive emotion,0
showing ipad 2 sxsw pretty much like showing puppy anywhere else gets fawning attention dont ha,Positive emotion,0
kicking ipad design headaches josh clark mention crowded room first session standing room sxsw,No emotion toward brand or product,2
kicking mingly sxsw apple tv day giveaway register win link winning,No emotion toward brand or product,2
kicking day checking apple pop store sxsw,No emotion toward brand or product,2
turning twitter sxsw ipad forgotten,Negative emotion,1
showing uzu ipad app tapworthy sxsw,Positive emotion,0
kicking w mention talking ipad design headaches sxsw,Negative emotion,1
wifi working laptop neither 3g iphone grrr sxsw,Negative emotion,1
z20 verification link codes valid 800115959a 03 13 11 infektd sxsw zlf,No emotion toward brand or product,2
hope filtering intuitive via mention google launch major new social network called circles link sxsw,No emotion toward brand or product,2
next fin serv battle vs apple goog mobile operators consumer loyalty tons cash vs banks bankinnovate sxsw,No emotion toward brand or product,2
u find mention ask 4 eric rt mention looking fwd ipad dj mention mention dark 2nite sxsw link,No emotion toward brand or product,2
crossing fingers today seems hopeful sxsw mention apple store sxsw w 23 others link,No emotion toward brand or product,2
mention fires shot mention checkin rewards titles starting austin sxsw link,No emotion toward brand or product,2
awesome first day sxsw apple approved new app go download check blog big stereo ipad2,Positive emotion,0
mention flight delayed austin networking google webby awards sxsw,No emotion toward brand or product,2
ipad flight wifi sitting behind mention ready shiner sxsw,Positive emotion,0
yet fodder snubor panel sxsw right forget gains traction europe causing issues google link,No emotion toward brand or product,2
good app party people party crasher rt mention release android app cluster gt link sxsw,Positive emotion,0
prepping attending sxsw without iphone dehumanizing experience,Positive emotion,0
platform concertgoers launches android app time sxsw link via mention music events liveshows,No emotion toward brand or product,2
platform concertgoers launches android app time sxsw link sxsw,No emotion toward brand or product,2
platform concertgoers launches android app time sxsw link sxsw link,No emotion toward brand or product,2
platform concertgoers launches android app time sxsw mashable link sxsw,Positive emotion,0
schedule day night printed synched iphone music geek notmycollegesxsw sxsw,No emotion toward brand or product,2
sxsw demoing feedly tomorrows android party special thanks team working around clock get beta time,No emotion toward brand or product,2
queueing ipads instead partying honestly geeks get grip rt mention ipad 2 takes sxsw video link,No emotion toward brand or product,2
ipad2 3 weeks w ipad since gave mention sxsw withdrawal,Positive emotion,0
grateful aclu google earplugs right sxsw,Positive emotion,0
grab one twingirls sxswnl rt mention sxsw ipad store sold everything except 64gig wifi white,No emotion toward brand or product,2
register private beta win apple tv sxsw visit link details,No emotion toward brand or product,2
line sxsw apple store oddly obnoxiously long hesayswithtwohoursleft,No emotion toward brand or product,2
line apple popup store sxsw stretches around blockguess wont getting ipad2 today,Positive emotion,0
big line google bing session people line saying one ballrooms sxsw,Positive emotion,0
line ipad 2 sxsw link,No emotion toward brand or product,2
line ipad2 pop apple store outlandish entire week sxsw,Positive emotion,0
mention life cant get ipad sync sessions partial iphone fine ipad deciding wants sxsw,Negative emotion,1
google tweet rt mention might stupid question exactly sxsw,No emotion toward brand or product,2
mention founder confirms new iphone summer sxsw,No emotion toward brand or product,2
sxsw ze frank missed childhood walk project google street view enables stunning revelations link,Positive emotion,0
mention free sxsw featured artists sampler itunes link,No emotion toward brand or product,2
mention friend told talking smart bikes sxsw check bitly awa50 google prototype,No emotion toward brand or product,2
friends austin mention sxsw ill buffalo new ipad,Positive emotion,0
mention mention apple plans keep austin wired opening popup apple store sxswåêlink,No emotion toward brand or product,2
mention google stood 30 miins answering questions directly including two passes lol sxsw,No emotion toward brand or product,2
mention google taking mic health2dev sxsw,No emotion toward brand or product,2
learning google afternoon woot sxsw link,Positive emotion,0
cab ride hell get apple store mall sold getting dinner figure get back hotel sxsw,Negative emotion,1
saw juan juan million google hotpot partyhe getting ice cream sandwichawesome sxsw,No emotion toward brand or product,2
two guys google doodle team talk fun making homepage pretty sxsw link,Positive emotion,0
mention fromubersocial iphone app store includes uberguide sxsw sponsored mashable link,No emotion toward brand or product,2
close front ipad2 line sxsw apple popup store,No emotion toward brand or product,2
woman front etchasketch housing ipad awesome sxsw,Positive emotion,0
im frontend dev talk sxsw way turned head far could couldnt see single nonapple device cor,Positive emotion,0
delightful reprieve sxsw spot something plugged ipad flat iron bless lady friend bless,No emotion toward brand or product,2
could fun provide sxsw misdirection w fictitious parties amp giveaways wtf apple giving away ipad2s ihop,No emotion toward brand or product,2
mention fyi rt mention ill austin convention center today w mention fam showing new iphone game sxsw,No emotion toward brand or product,2
mention fyi past u op met citeren mention google launching products sxsw link,No emotion toward brand or product,2
installing mention android get vip pedicab treatment sxsw,Positive emotion,0
im giving 100 next person comes sxsw tells cool android look around look hard,Positive emotion,0
navigating crowded party sucks way worse everyone walks around face iphone sxsw adpeopleproblems,Negative emotion,1
nice able use usb charging cord plug add juice iphone dfw sxsw,Positive emotion,0
best thing abt mention sxsw 1 sherry patio amp plenty free parking 510 min n the mess link,No emotion toward brand or product,2
best thing abt mention sxsw bad ass brunch w patio amp plenty free parking 510 min n the mess link,No emotion toward brand or product,2
best thing abt mention sxsw great food amp drink w patio amp plenty free parking 510 min n the mess link,No emotion toward brand or product,2
best thing abt mention sxsw proper cocktails w patio amp plenty free parking 510 min n the mess link,No emotion toward brand or product,2
mullenweg admits iphone app wordpress good yet true respect honesty awareness sxsw,Negative emotion,1
looking around sxswi would think apple tech company existence sxsw,No emotion toward brand or product,2
notetaking bingo pull ipad 2 moleskin sxsw,No emotion toward brand or product,2
big buzz year sxsw ipad 2 course group chat text services like group yobongo know fb,Positive emotion,0
installing geoloqi android track sxsw movement link,No emotion toward brand or product,2
best thing ive heard long actually i gave ipad 2 money japan relief sxsw mention mention mention,No emotion toward brand or product,2
best thing ive heard weekend sxsw i gave ipad 2 money japan relief dont need ipad 2 mention mention,Negative emotion,1
