tweet_text,is_there_an_emotion_directed_at_a_brand_or_product,brand_or_device,ipad,iphone,apple,google,android
google circles rt mention launching products sxsw plenty else,no emotion toward brand or product,google,0,0,0,1,0
10 austin classics missed sxsw m4blogcom twitter iphone \x89û¢ 3 12 11 1240 pm,no emotion toward brand or product,iphone,0,1,0,0,0
tools collaboration across boundaries google webex dropbox whiteboarding basecamp joinme ipad sxsw evolvingworkplace,no emotion toward brand or product,"google, ipad",1,0,0,1,0
trying collaborate sxsw events friends google calendar plancast,no emotion toward brand or product,google,0,0,0,1,0
sxsw come hear speak 40 mins designing ipad interfaces new navigation schemas ballrm 1100am uxdes mention,no emotion toward brand or product,ipad,1,0,0,0,0
ipad 2 coming sxsw guess apples pretty desperate give attention,negative emotion,"ipad, apple",1,0,1,0,0
youre coming sxsw sure download sxsw go app schedules locations events link,positive emotion,"ipad, iphone",1,1,0,0,0
seriously considering leaving macbook pro home flying solo ipad week think make work sxsw,positive emotion,ipad,1,0,0,0,0
among cool goofy things ive spied sxsw today ipad case made look like etchnsketch grown game tug war,no emotion toward brand or product,ipad,1,0,0,0,0
wishes could mention mention mention party sxsw instead homework tomorrow,no emotion toward brand or product,,0,0,0,0,0
could find mention sxsw hes probably fiting ipad,no emotion toward brand or product,ipad,1,0,0,0,0
check coyne pr updates sxsw link via mention,no emotion toward brand or product,,0,0,0,0,0
crazy look around sxsw realize last year one ipad sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
syd sxsw crew iphone extra juice pods procured,i can't tell,iphone,0,1,0,0,0
crazy big crowds sxsw mention apple store sxsw link,no emotion toward brand or product,apple,0,0,1,0,0
u read articlegoogle say rumor \x89ûïmention launch major new social network called circleslink sxsw\x89û\x9d,no emotion toward brand or product,google,0,0,0,1,0
sxsw l mention 4 iphone amp come uj booth acc hall 2 snap pics amp send em us fightthepaddle link,no emotion toward brand or product,iphone,0,1,0,0,0
shipments daily follow mention appleatxdt 4 updates rt mention popup apple store seems popup ipad2s sxsw,negative emotion,"ipad, apple",1,0,1,0,0
day 3 im tired hold ipad week death happy death sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
beautiful day austin come grab slice two check google get deal sxswi sxsw,no emotion toward brand or product,google,0,0,0,1,0
four days ipad sxsw weekend battlela,positive emotion,ipad,1,0,0,0,0
iphone dead find secret batphone sxsw,negative emotion,iphone,0,1,0,0,0
google debut new selective social network today sxsw mention link google circles,no emotion toward brand or product,google,0,0,0,1,0
trying decide session attend sxsw marissa meyer mention later today given,no emotion toward brand or product,,0,0,0,0,0
excellent deck rt mention nth time lucky googles new social network launch maybe link sxsw,no emotion toward brand or product,google,0,0,0,1,0
quotthe default state users leisurely contemplativequot mention ipad sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
mobile definitely hot topic year every session standing room next lessons learnt building netflix iphone app sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
apple deliberately chose march 11 ipad 2 availability knowing large chunk customer base sxsw,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
google tv demo league extraordinary hackers cool stuff like web apps tv google sxsw lxh,positive emotion,google,0,0,0,1,0
best ipad design big chunky elements generous space clarity trumps density tap quality trumps tap quantity tapworthy sxsw,positive emotion,ipad,1,0,0,0,0
attending designing ipad interfaces new navigation schemas w mention great stuff far sxsw,positive emotion,ipad,1,0,0,0,0
attending designing ipad interfaces new navigation schemas akqas lynn teo ballroom yes hiring sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
check designing android sxsw link sxsw uxamandroid,no emotion toward brand or product,android,0,0,0,0,1
check designing ipad interfaces new navigation schemas sxsw uxdes,no emotion toward brand or product,ipad,1,0,0,0,0
check designing ipad interfaces new navigation schemas sxsw link sxsw uxdes,no emotion toward brand or product,ipad,1,0,0,0,0
headed designing ipad interfaces new navigation schemas sxsw link sxsw uxdes,no emotion toward brand or product,ipad,1,0,0,0,0
taking designing ipad interfaces new navigation schemas sxsw link sxsw uxdes,no emotion toward brand or product,ipad,1,0,0,0,0
adobe developed engine essentially convert swf files jquery html5 existing flash files portable ipad sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
im developer awesome name event rt mention join league extraordinary h4ckers sxsw link,no emotion toward brand or product,,0,0,0,0,0
behaviour diff lots phone calls using ipad laptop notsomuch mobiles internets sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
lovin digital mention band sings iphone amp plays guitar app fans record vids ipad2s cnn digital cnngrill sxsw sxswi,positive emotion,"ipad, iphone",1,1,0,0,0
barry diller thinks ipad content nuts mention sxsw link,i can't tell,ipad,1,0,0,0,0
barry diller thinks ipad content nuts mention sxsw mention link mention,negative emotion,ipad,1,0,0,0,0
really need another big social network right thanks sxsw google link,positive emotion,google,0,0,0,1,0
q2 u think googles check offers testing sxsw link smccolumbus,no emotion toward brand or product,google,0,0,0,1,0
japan docomo introduced mobile apps six years apple came app store jpmobilesummit sxsw,negative emotion,apple,0,0,1,0,0
time apple store sxsw open pulling ipad2 trigger,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
sxsw dont forget come privacybootcamp startups mention mention mention mention link,no emotion toward brand or product,,0,0,0,0,0
sxsw dont forget come privacybootcamp startups mention mention mention mention acc 9abc 330 cst,no emotion toward brand or product,,0,0,0,0,0
bad dont \x89\x9d button rt mention know sxsw time abnormal amount app updates iphone,no emotion toward brand or product,iphone,0,1,0,0,0
web devs dont wait line ipad 2 sxsw signup new relic using promo sxsw2011 eligible win one link,no emotion toward brand or product,ipad,1,0,0,0,0
\x89ûïmention download 20 free tracks sxsw music sampler available mention store today link,no emotion toward brand or product,,0,0,0,0,0
\x89ûïmention download 20 free tracks sxsw music sampler available mention store today link,no emotion toward brand or product,,0,0,0,0,0
\x89ûïmention download 20 free tracks sxsw music sampler available mention store today link fb,no emotion toward brand or product,,0,0,0,0,0
\x89ûïmention downloadfree tracks sxsw music sampler available mention link green lady killers,no emotion toward brand or product,,0,0,0,0,0
guess drew bigger crowd sxsw mention chimp could work iphone sorry mention,no emotion toward brand or product,iphone,0,1,0,0,0
jeez guys dunno apple popup golds gym u realize unjobsaesthetic sxsw apple,negative emotion,apple,0,0,1,0,0
anyone else using hashable network sxsw week trying android version,no emotion toward brand or product,android,0,0,0,0,1
mention enjoy sxsw ride anywhere austin 10 download groundlink app link booth 437,no emotion toward brand or product,,0,0,0,0,0
mention enjoy sxsw ride anywhere austin 10 dwnld groundlink applink booth 437,no emotion toward brand or product,,0,0,0,0,0
even begins apple winning sxsw link via mention mention,no emotion toward brand or product,apple,0,0,1,0,0
even begins apple wins sxsw link tc apple,positive emotion,apple,0,0,1,0,0
even begins apple wins sxsw link mention,positive emotion,apple,0,0,1,0,0
even begins apple wins sxsw link opening temporary store downtown austin support ipad2 launch genius,positive emotion,"ipad, apple",1,0,1,0,0
even begins apple wins sxsw past week there\x89ûªs major dilemma in\x89û link,no emotion toward brand or product,apple,0,0,1,0,0
even begins apple wins sxsw techcrunch link ipad,positive emotion,"ipad, apple",1,0,1,0,0
even begins apple wins sxsw link,positive emotion,apple,0,0,1,0,0
even begins apple wins sxsw link,positive emotion,apple,0,0,1,0,0
even begins apple wins sxsw link,positive emotion,apple,0,0,1,0,0
even begins apple wins sxsw link mention mention,positive emotion,apple,0,0,1,0,0
even begins apple wins sxsw link via mention mention mention,positive emotion,apple,0,0,1,0,0
even begins apple wins sxsw link mention,positive emotion,apple,0,0,1,0,0
even begins apple wins sxsw link via mention,positive emotion,apple,0,0,1,0,0
even begins apple winsåêsxsw link gt gon na get sum via mention,positive emotion,apple,0,0,1,0,0
even begins apple wins sxsw techcrunch link sxsw,positive emotion,apple,0,0,1,0,0
even begins apple wins sxsw link ltlt win big sxsw,positive emotion,apple,0,0,1,0,0
even begins apple wins sxsw link apple ipad2 pm sxsw,positive emotion,"ipad, apple",1,0,1,0,0
even begins apple wins sxsw link apple ipad2 sxsw tc,positive emotion,"ipad, apple",1,0,1,0,0
even begins apple winsåêsxsw link apple sxsw,positive emotion,apple,0,0,1,0,0
even begins apple wins sxsw link tc apple ipad2 sxsw,positive emotion,"ipad, apple",1,0,1,0,0
even begins apple winsåêsxsw link via mention apple sxsw,positive emotion,apple,0,0,1,0,0
even begins apple wins sxsw link via mention mention apple sxsw,positive emotion,apple,0,0,1,0,0
badgeless event free drinks \x89ûïmention heading free googlesponsored happy hour semantic web austin mention fogo de chìáo sxsw\x89û\x9d,positive emotion,google,0,0,0,1,0
best swag ever thanks mention charging iphone thanks sxsw link,positive emotion,iphone,0,1,0,0,0
thanks everyone making great day shop today youre austin come see us tomorrow link sxsw,no emotion toward brand or product,,0,0,0,0,0
thanks everyone came today good luck winning ipad stop tomorrow chances win sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
timing everything ipad 2 brand winner sxsw mention link pnid sxsw,positive emotion,ipad,1,0,0,0,0
hey sxsw exhibitors capture booth experience retrollect disc popular disc wins ipad 2 link,positive emotion,ipad,1,0,0,0,0
gave extreme temptation sxsw bought ipad 2 impulse,i can't tell,ipad,1,0,0,0,0
4sq sees facebook google competition via mention checkins sxsw,no emotion toward brand or product,google,0,0,0,1,0
sxsw fantastic schedule app iphone bummer still crackberry,positive emotion,"ipad, iphone",1,1,0,0,0
photo far best sxsw accessory ipad followed closely margarita link,positive emotion,ipad,1,0,0,0,0
one fav photos sxsw far mention amp mention google sxsw link,positive emotion,google,0,0,0,1,0
watch fb 4 big brother rtmention google launch major new social network called circles possibly today link sxsw,no emotion toward brand or product,google,0,0,0,1,0
think fell bit love google today thanks throwing nerd party speakeasy sxsw,positive emotion,google,0,0,0,1,0
way figure ipad 2 good replacement making sxsw year,positive emotion,ipad,1,0,0,0,0
dslr film discussion moderated guy kawasaki apple fame packed house sxsw,no emotion toward brand or product,apple,0,0,1,0,0
get sxsw film red carpet coverage mention cw austin star mandy dugan groupedin get app link,no emotion toward brand or product,,0,0,0,0,0
need find better sxsw stream follow inane ipad 2 tweets surely southby,negative emotion,ipad,1,0,0,0,0
\x89ûïmention find stupid stupid game ipad currently special sxsw sale link,no emotion toward brand or product,ipad,1,0,0,0,0
rt find hottest spots mention w mention hot spots sxsw app wp7 link iphone link,positive emotion,iphone,0,1,0,0,0
trying find apple pop store sxsw widfy,no emotion toward brand or product,apple,0,0,1,0,0
first person queue new apple store austin may sxsw link,no emotion toward brand or product,apple,0,0,1,0,0
technews flipboard adds instagram photos social search apps link technews apple socialsearch sxsw tech,no emotion toward brand or product,apple,0,0,1,0,0
il ceo di flipboard annuncia la versione iphone \x89ûïmention mention next platform flipboard iphone team started working sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
google focusing bridging digital physical divide eg maps streetview hotpot amp autonomous driving sxsw mention,positive emotion,google,0,0,0,1,0
hey sxsw folks please keep us posted google circles hope youre blast link,positive emotion,google,0,0,0,1,0
hey sxsw folks free lunch la condesa pepsi max lot map link,no emotion toward brand or product,,0,0,0,0,0
apple follow customers sxsw forbes link alcoholics call \x89û÷enabling\x89ûª rest us call genius,positive emotion,apple,0,0,1,0,0
please rt follow next big college social network mention chance win ipad 7000 followers socialmedia sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
gear list sxsw music iphone vzw blackberry sprint ipad jambox hp elitebook lacking good portable headphones suggestions,no emotion toward brand or product,"ipad, iphone",1,1,0,0,0
preparing sxsw talk google doodles mention fun friday 5pm link,no emotion toward brand or product,google,0,0,0,1,0
good news austinbound apple fanboys link sxsw ipad2,positive emotion,"ipad, apple",1,0,1,0,0
saving ipad2 photo apple store sxsw link mention mention mention mention jerranalley tbalinas,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
wish list tech ntn sxsw google apps helps level playing field kids may software home,positive emotion,"android, google",0,0,0,1,1
designing ipad catch mention matt carlson amp mention matthew davis sxsw mon 930 hilton link,no emotion toward brand or product,ipad,1,0,0,0,0
hitlantis ipad cool song explorer app hitlantiscom sxsw musicviz,positive emotion,"ipad, iphone",1,1,0,0,0
searching temporary apple store sxsw,no emotion toward brand or product,apple,0,0,1,0,0
thank rt mention public notes quot5 steps bulletproof ux strategyquot link sxsw rhjrux5 via mention,no emotion toward brand or product,,0,0,0,0,0
queues forming austin sxsw popup apple store link guy fronts since 5am apparently,no emotion toward brand or product,apple,0,0,1,0,0
frankenstein amalgamation fragmented digital identities becoming antischizophrenic google ai sm scifi sxsw,no emotion toward brand or product,google,0,0,0,1,0
wants free music free sxsw sampler album itunes download link opens itunes link,no emotion toward brand or product,,0,0,0,0,0
theres free 22song sampler available download itunes artists playing sxsw check link music,no emotion toward brand or product,,0,0,0,0,0
quotwin free ipad 2 webdoccom sxsw rtquot,no emotion toward brand or product,ipad,1,0,0,0,0
grab free music sxsw 2011 showcasing artists mp3 torrents wild link sxsw,no emotion toward brand or product,,0,0,0,0,0
hey sxsw friends anyone iphone charger mention borrow tonight lmk,no emotion toward brand or product,iphone,0,1,0,0,0
friends sxsw willing pick ipad pay premium dm sxsw atl link,positive emotion,ipad,1,0,0,0,0
good talk akqas mention ipad interface w callback design principles wish go beyond media marketing examples fb sxsw,positive emotion,ipad,1,0,0,0,0
person front took picture new ipad sxsw,positive emotion,ipad,1,0,0,0,0
tessie frontwoman intimate stranger ink painful places get ink respect location link sxsw,no emotion toward brand or product,,0,0,0,0,0
quotthe future local contextual discoveryquot googles marissa mayer argues exceptionally valuable type search sxsw,no emotion toward brand or product,google,0,0,0,1,0
quotthe future touch user interface designquot wondering presentation microsoft employees mention ipad sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
sxsw geek games compete gain vip status amp win big prizes know link mashable geekgames sxsw cyber iphone,no emotion toward brand or product,iphone,0,1,0,0,0
\x89ûïmention gearing make splash mention launch quotgroupon living socialtypequot rewards sxsw link boom,no emotion toward brand or product,,0,0,0,0,0
zazzle gearing hit sxsw look tweets come create iphone case zazzlesxsw,no emotion toward brand or product,iphone,0,1,0,0,0
marketing genius apple opens pop store outside sxsw link,positive emotion,apple,0,0,1,0,0
\x89ûïmention get look sxsws rumored apple quotpopupquot store austin link,no emotion toward brand or product,apple,0,0,1,0,0
trying get google 80s retro party maggie maes line huge hope worth wait sxsw sxsw2011,no emotion toward brand or product,google,0,0,0,1,0
\x89ûïmention get ready word quotcirclesquot trending sxswi sxsw \x89û\x9d google circles social,positive emotion,google,0,0,0,1,0
sxsw get soundcloud iphone app link start recording use 4sq geotagging map link,no emotion toward brand or product,iphone,0,1,0,0,0
get food dont forget snap photo win macbook air ipad 2 apple tv sxsw,positive emotion,"ipad, apple",1,0,1,0,0
austin getting full sxsw underway tell iphone intermittent brick crowded,negative emotion,iphone,0,1,0,0,0
google give social networking another try quotcirclesquot via mention mention link sxsw,no emotion toward brand or product,google,0,0,0,1,0
atampt giving away amazing prizesiphone android kindle tabletsamazing happening sheratonsxsw,no emotion toward brand or product,"android, iphone",0,1,0,0,1
zaarly giving away ipad 2 sxsw person beta signup referrals link craigslistkiller,no emotion toward brand or product,ipad,1,0,0,0,0
google giving free google labs laptops open source coders r attending meetup sxsw got cupcake,positive emotion,google,0,0,0,1,0
sxsw go app available blackberry windows 7 addition iphone ipad android link,positive emotion,"android, ipad, iphone",1,1,0,0,1
need go sxsw 7mo old sitter know score applemartinlike babyheadphones,no emotion toward brand or product,apple,0,0,1,0,0
go sxsw next year rt mention apple open temporary store sxsw link,no emotion toward brand or product,apple,0,0,1,0,0
want go apple popup store im afraid ill leave new ipad sxsw,positive emotion,"ipad, apple",1,0,1,0,0
hey sxsw goers im droppin survival tips week help get rock best hangover cure tamale house 3 link,no emotion toward brand or product,,0,0,0,0,0
bomb goes convention center apple going lose devastating share customer base sxsw,no emotion toward brand or product,apple,0,0,1,0,0
omgim going sxsw macbook pro ipad iphone4 ipod galaxy tab techgeek,positive emotion,"ipad, iphone",1,1,0,0,0
you\x89ûªre going sxsw want talk html css catch mention google webmaster team,no emotion toward brand or product,google,0,0,0,1,0
going see mention tonight link sxsw,no emotion toward brand or product,,0,0,0,0,0
golden tickets f 4sq party day real party redbullbpm felix da housecat playing ipad sxsw link,positive emotion,ipad,1,0,0,0,0
mention good morning 2 u enjoy sxsw ride anywhere austin 10 dwnld groundlink applink booth 437,no emotion toward brand or product,,0,0,0,0,0
queue google er bing talk spam ridiculous busiest ive seen sxsw,no emotion toward brand or product,google,0,0,0,1,0
haha google quotparty like 1986quot party link sxsw,no emotion toward brand or product,google,0,0,0,1,0
gsdampm google sxsw party mention blowing mind much amazing food drink music amp photo booth fun,positive emotion,google,0,0,0,1,0
sxsw google authenticator app mobile devices step ahead,positive emotion,google,0,0,0,1,0
mention google circles first real alternative facebook sxsw,positive emotion,google,0,0,0,1,0
google circles launch link quotmay good timing given twitter sxsw,no emotion toward brand or product,google,0,0,0,1,0
\x89ûïmention google doesnt place value domain extension equal sxsw qagb\x89û\x9d,no emotion toward brand or product,google,0,0,0,1,0
attending google keynote seeing google maps mobile features sxsw,no emotion toward brand or product,google,0,0,0,1,0
quotthe google name built getting things trying outquot marissa mayer sxsw frm mention,no emotion toward brand or product,google,0,0,0,1,0
\x89ûïmention google lets block sites cant stand link sxsw blocking looks like need,positive emotion,google,0,0,0,1,0
length google penalty based severity breach webmaster guidelines iewhite text white bgr might get 30 day pen sxsw qagb,negative emotion,google,0,0,0,1,0
\x89ûïmention google set launch new social network circles today sxsw\x89û\x9d mention mention,no emotion toward brand or product,google,0,0,0,1,0
need google lonelyboy15 mention talks time sxsw enchantment,no emotion toward brand or product,google,0,0,0,1,0
\x89ûïmention google launch major new social network called circles possibly today updated happen sxsw link,no emotion toward brand or product,google,0,0,0,1,0
\x89ûïmention google launch major new social network called circles possibly today link sxsw,no emotion toward brand or product,google,0,0,0,1,0
\x89ûïmention google launch major new social network called circles possibly today link sxsw\x89û\x9d something keep watch,no emotion toward brand or product,google,0,0,0,1,0
\x89ûïmention google launch major new social network called circles possibly today link sxsw\x89û\x9d itll never beat myspace,negative emotion,google,0,0,0,1,0
\x89ûïmention google launch major new social network called circles possibly today link sxsw\x89û\x9d mention,no emotion toward brand or product,google,0,0,0,1,0
\x89ûïmention google launch major new social network called circles possibly today link sxsw\x89û\x9d mention bigger gaga,positive emotion,google,0,0,0,1,0
\x89ûïmention google launch major new social network called circles possibly today link sxsw\x89û\x9d fb,no emotion toward brand or product,google,0,0,0,1,0
\x89ûïmention google launch major new social network called circles possibly today link sxsw\x89û\x9d hnwsxsw,no emotion toward brand or product,google,0,0,0,1,0
\x89ûïmention google launch major new social network called circles possibly today link sxsw\x89û\x9d goog,no emotion toward brand or product,google,0,0,0,1,0
\x89ûïmention google launch major new social network called circles possibly today link sxsw\x89û\x9d dejavu,no emotion toward brand or product,google,0,0,0,1,0
\x89ûïmention google launch major new social network called circles possibly today link sxsw\x89û\x9d sta nije im dosta gbuzza,no emotion toward brand or product,google,0,0,0,1,0
\x89ûïmention google launch major new social network called circles possibly today link sxsw\x89û\x9d te dije wey mention,no emotion toward brand or product,google,0,0,0,1,0
\x89ûïmention google launch major new social network called circles possibly today link sxsw\x89û\x9d super interesting,positive emotion,google,0,0,0,1,0
\x89ûïmention google launch major new social network called circles possibly today link rt mention sxsw\x89û\x9d,no emotion toward brand or product,google,0,0,0,1,0
\x89ûïmention google launch major new social network called circles possibly today sxsw link sxsw nfusion\x89û\x9d hmm,no emotion toward brand or product,google,0,0,0,1,0
\x89ûïmention google launch new social network called circles today link sxsw\x89û\x9d applause new privacy model attempt,positive emotion,google,0,0,0,1,0
technews google launch new social network sxsw link technews aclu sxsw tech,no emotion toward brand or product,google,0,0,0,1,0
breaking google launch major new social network called circlestoday link via mention sxsw socialmedia,no emotion toward brand or product,google,0,0,0,1,0
diller google tv quotthe first product wasnt good wasnt consumer product basicallyquot sxsw diller,no emotion toward brand or product,google,0,0,0,1,0
mention google connect digital amp physical worlds mobile link sxsw rt mention,positive emotion,google,0,0,0,1,0
mention google connect digital amp physical worlds mobile link sxsw rt mention,no emotion toward brand or product,google,0,0,0,1,0
sxsw google apple ea games zynga facebook microsoft intuit went gaga go game link,no emotion toward brand or product,"google, apple",0,0,1,1,0
future google contextual discovery location context helps us go deeper ever searches without search mention sxsw,positive emotion,google,0,0,0,1,0
\x89ûïmention googles cutts says reputation topicality 2 keys matter site rankings qagb sxsw\x89û\x9d saying trust amp lda,no emotion toward brand or product,google,0,0,0,1,0
googles marissa mayer talk 330 worth going sxsw,no emotion toward brand or product,google,0,0,0,1,0
ironic googled directions mention party ended walked 6 blocks wrong direction time bed think sxsw,no emotion toward brand or product,google,0,0,0,1,0
check googletv ipad apps connected tv experience sxsw link sxsw connectedtv,positive emotion,"google, ipad, iphone",1,1,0,1,0
check googletv ipad apps connected tv experience sxsw link sxsw connectedtv fascinating,positive emotion,"google, ipad, iphone",1,1,0,1,0
cnnmoney got craving sxsw minds created app foodspotting link iphone apps,positive emotion,iphone,0,1,0,0,0
microsoft got drunk changed iphone default search yahoo sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
mention grab latest mention sxsw link saytextson,no emotion toward brand or product,,0,0,0,0,0
mscpage guy gets tattoo sxsw could win free ipad2 link sxsw tattoo ipad\x89û link allshare,no emotion toward brand or product,ipad,1,0,0,0,0
bring guys start austin mention mention touchingstories sxsw quotdesigning digital magazines ipadquot,no emotion toward brand or product,ipad,1,0,0,0,0
less half hour well tell win ipad 2 rt sxsw sxswi,no emotion toward brand or product,ipad,1,0,0,0,0
ipad 2 hand awesome dude gave cutsies 3 hour line austin apple sxsw winning,positive emotion,"ipad, apple",1,0,1,0,0
ipad 2 hand sxsw thisisdare,no emotion toward brand or product,ipad,1,0,0,0,0
im gon na hang ipad hacked nook around neck week become flava flav sxsw top hipsters gsdm,no emotion toward brand or product,ipad,1,0,0,0,0
mention something called google places hotpot works recommendation engine sxsw,no emotion toward brand or product,google,0,0,0,1,0
post nothing sxsw link,no emotion toward brand or product,,0,0,0,0,0
smtravel hasnt heard google plans launch socnet may quotcirclesquot learned lot 5 years lots changed via sxsw,positive emotion,google,0,0,0,1,0
bb discriminatory p rt mention mention officially sxsw come fc grillamp make ur iphone case,no emotion toward brand or product,iphone,0,1,0,0,0
may invites quotcoolquot sxsw sxswi parties two iphone chargers pocket youll happy see,positive emotion,iphone,0,1,0,0,0
would thunk rt mention agencies push google directions never would gone otherwise says mention sxsw,no emotion toward brand or product,google,0,0,0,1,0
\x89ûïmention yet see someone pc dell otherwise mention sxsw apple macbook pro ipadssxsw\x89û\x9d ill b soon,no emotion toward brand or product,"ipad, apple",1,0,1,0,0
ive meetings im line sxsw popup apple store ipad2 love place,positive emotion,"ipad, apple",1,0,1,0,0
apple hawk ipad 2 sxsw festival popup store link mention,positive emotion,"ipad, apple, iphone",1,1,1,0,0
want hear mention tell google love story connectedbrands sxsw sxswic,no emotion toward brand or product,google,0,0,0,1,0
pumped hear mention dudes talk logos years make one sxsw gsdm,no emotion toward brand or product,,0,0,0,0,0
thanks heathcare digital mention publishing news new medical apps showcased sxsw link sxswh,no emotion toward brand or product,,0,0,0,0,0
mention hello enjoy sxsw ride anywhere austin 10 download groundlink app link booth 437,positive emotion,,0,0,0,0,0
oh lordy go rt mention time apple store sxsw open pulling ipad2 trigger,positive emotion,"ipad, apple",1,0,1,0,0
\x89ûïmention hey austin know little iphone android love music amp wan na make 20 hour sxsw please let know\x89û\x9d,no emotion toward brand or product,"android, iphone",0,1,0,0,1
loved honesty googles marissa mayer keynote many products need step customer service locations sxsw,positive emotion,google,0,0,0,1,0
google host developer day sxsw link sxsw mention,no emotion toward brand or product,google,0,0,0,1,0
tminus 6 hours social media mavens start performing degrading sex acts iphone charge sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
hey sxsw bout donating spending new ipad japan really need thing,negative emotion,ipad,1,0,0,0,0
wondering much revenue austin mention store grossed account ipad2 amid sxsw strategic release,positive emotion,ipad,1,0,0,0,0
technews \x89ûïwin\x89û\x9d sxsw hint \x89ûò it\x89ûªs answer every year link technews billmurray howto iphone sxsw tech,no emotion toward brand or product,iphone,0,1,0,0,0
apple hp popups sxsw gee wonder get traffic link,no emotion toward brand or product,apple,0,0,1,0,0
scavenger hunt game businesses released app iphone sxsw link,no emotion toward brand or product,iphone,0,1,0,0,0
wonder fit ipad 2 luggage im packing austin hmmm sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
holy moly cant believe line sxsw mention apple store sxsw link,no emotion toward brand or product,apple,0,0,1,0,0
time ever torrent also legal also also excited sxsw link,no emotion toward brand or product,,0,0,0,0,0
could forget cell phone today sxsw fail glad ipad lifelinetotheworld,positive emotion,ipad,1,0,0,0,0
mention 3g iphone 3 hrs tweeting riseaustin dead need upgrade plugin stations sxsw,negative emotion,iphone,0,1,0,0,0
mention feeling sxsw worst place try amp get ipad 2 everyone trying get one techiesunite,negative emotion,ipad,1,0,0,0,0
love macbook ipad iphone sxsw year one runs juice jump next,positive emotion,"ipad, iphone",1,1,0,0,0
holy cow got hooked paolo alex backup charger iphone facebookcom powermat powermatteam sxsw thanks,positive emotion,iphone,0,1,0,0,0
holy cow got hooked paolo alex backup charger iphone facebookcom powermat powermattteam sxsw thanks,positive emotion,iphone,0,1,0,0,0
catch 22\x89û mean ipad 2 sxsw link apple ipad2,positive emotion,"ipad, apple",1,0,1,0,0
catch 22\x89û mean ipad 2 sxsw link,i can't tell,ipad,1,0,0,0,0
knew plied mention beer stogies last night id weasel way team android party tonight success sxsw,positive emotion,android,0,0,0,0,1
honestly think everyone sxsw owns mention laptop truestory,no emotion toward brand or product,,0,0,0,0,0
ok nerds totally bateman want sign ipad 2 sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
last year traveled heavythis year light ill get right next year left ipad home sxsw,no emotion toward brand or product,ipad,1,0,0,0,0
thought would use ipad lot sxsw havent even touched hmmzies,negative emotion,ipad,1,0,0,0,0
\x89ûïmention ill austin convention center today w mention fam showing new iphone game sxsw\x89û\x9d,positive emotion,iphone,0,1,0,0,0
cool one ill rt mention sxsw friday 5pm doodle google session link,no emotion toward brand or product,google,0,0,0,1,0
mention im beyond frustrated w mention samsung moment runaround amp leaving att amp iphone enjoy sxsw,positive emotion,iphone,0,1,0,0,0
evry day im hustlin working mention sxsw event mention tonight ive absolutely loved working link,no emotion toward brand or product,,0,0,0,0,0
brilliant idea mention mention search engine ranking session small room 75 people locked sxsw,no emotion toward brand or product,,0,0,0,0,0
idea startupbus thing addictive link sxsw also added android app,positive emotion,android,0,0,0,0,1
practical ideas android development bitly androidhig sxsw,no emotion toward brand or product,android,0,0,0,0,1
wondering anyone sxsw sell verizon iphone bueller,no emotion toward brand or product,iphone,0,1,0,0,0
\x89ûïmention show sxsw 1st gen ipad still let door\x89û\x9d funny tim,no emotion toward brand or product,ipad,1,0,0,0,0
hotspot mention data speed could keep rt mention also thanks apple releasing ios 43 time sxsw,positive emotion,apple,0,0,1,0,0
wondering ppl sxsw friday queue convention centre apple store xd im still figuring wot ill,positive emotion,apple,0,0,1,0,0
wondering sxsw crowd made lines apple stores elsewhere us shorter today,no emotion toward brand or product,apple,0,0,1,0,0
mention another interview disaster like last years evan woods one youll see alot iphone staring sxsw,no emotion toward brand or product,iphone,0,1,0,0,0
\x89ûïmention able afford attend sxsw buy ipad today consider saving japan earthquake relief quot,no emotion toward brand or product,ipad,1,0,0,0,0
mention imagines future google asks quotwhy want know thatquot search sxsw smscifi,no emotion toward brand or product,google,0,0,0,1,0
launch imminent apparently google circles probably wont dì©but sxsw evening,no emotion toward brand or product,google,0,0,0,1,0
week ipad clip mention joins mention review free sxsw go app link ipad2 sxswgo,positive emotion,ipad,1,0,0,0,0
youre room full people w good wifi sxsw run frostwire android link share pics apps vids w others,positive emotion,android,0,0,0,0,1
youre room full people w good wifi sxsw run frostwire android link share pics apps vids w others,positive emotion,android,0,0,0,0,1
